Driver,LapTime,Compound,TyreLife,Position
OCO,76.775,HARD,14.0,5.0
OCO,76.962,HARD,15.0,4.0
OCO,76.968,HARD,16.0,4.0
OCO,77.09,HARD,17.0,4.0
OCO,77.836,HARD,18.0,4.0
OCO,79.453,HARD,19.0,4.0
OCO,86.99,HARD,20.0,4.0
OCO,89.909,HARD,21.0,4.0
OCO,114.547,HARD,22.0,6.0
OCO,102.379,INTERMEDIATE,1.0,3.0
OCO,101.755,INTERMEDIATE,2.0,3.0
OCO,102.554,INTERMEDIATE,3.0,3.0
OCO,103.729,INTERMEDIATE,4.0,3.0
OCO,105.002,INTERMEDIATE,5.0,3.0
OCO,102.527,INTERMEDIATE,6.0,3.0
OCO,102.63,INTERMEDIATE,7.0,3.0
OCO,102.139,INTERMEDIATE,8.0,3.0
OCO,101.123,INTERMEDIATE,9.0,3.0
OCO,100.375,INTERMEDIATE,10.0,3.0
OCO,97.029,INTERMEDIATE,11.0,3.0
OCO,95.456,INTERMEDIATE,12.0,3.0
OCO,94.457,INTERMEDIATE,13.0,3.0
OCO,93.484,INTERMEDIATE,14.0,3.0
OCO,92.501,INTERMEDIATE,15.0,3.0
OCO,90.3,INTERMEDIATE,16.0,3.0
OCO,90.027,INTERMEDIATE,17.0,3.0
OCO,89.541,INTERMEDIATE,18.0,3.0
OCO,87.666,INTERMEDIATE,19.0,3.0
OCO,86.712,INTERMEDIATE,20.0,3.0
OCO,85.133,INTERMEDIATE,21.0,3.0
OCO,84.834,INTERMEDIATE,22.0,3.0
OCO,86.24,INTERMEDIATE,23.0,3.0
OCO,84.231,INTERMEDIATE,24.0,3.0
NOR,92.034,MEDIUM,1.0,10.0
NOR,81.61,MEDIUM,2.0,10.0
NOR,80.396,MEDIUM,3.0,10.0
NOR,80.209,MEDIUM,4.0,10.0
NOR,79.502,MEDIUM,5.0,10.0
NOR,79.045,MEDIUM,6.0,10.0
NOR,78.652,MEDIUM,7.0,10.0
NOR,78.651,MEDIUM,8.0,10.0
NOR,79.065,MEDIUM,9.0,10.0
NOR,79.053,MEDIUM,10.0,10.0
NOR,79.148,MEDIUM,11.0,10.0
NOR,80.277,MEDIUM,12.0,10.0
NOR,78.978,MEDIUM,13.0,10.0
NOR,78.856,MEDIUM,14.0,10.0
NOR,78.855,MEDIUM,15.0,10.0
NOR,78.988,MEDIUM,16.0,10.0
NOR,78.937,MEDIUM,17.0,10.0
NOR,79.01,MEDIUM,18.0,10.0
NOR,79.504,MEDIUM,19.0,10.0
NOR,78.985,MEDIUM,20.0,10.0
NOR,79.074,MEDIUM,21.0,10.0
NOR,78.882,MEDIUM,22.0,10.0
NOR,78.657,MEDIUM,23.0,10.0
NOR,78.681,MEDIUM,24.0,10.0
NOR,78.78,MEDIUM,25.0,10.0
NOR,79.067,MEDIUM,26.0,10.0
NOR,79.109,MEDIUM,27.0,10.0
NOR,78.771,MEDIUM,28.0,10.0
NOR,78.906,MEDIUM,29.0,10.0
NOR,78.568,MEDIUM,30.0,10.0
NOR,78.454,MEDIUM,31.0,10.0
NOR,77.914,MEDIUM,32.0,10.0
NOR,78.042,MEDIUM,33.0,10.0
NOR,78.026,MEDIUM,34.0,10.0
NOR,78.192,MEDIUM,35.0,10.0
NOR,78.05,MEDIUM,36.0,10.0
NOR,78.303,MEDIUM,37.0,10.0
NOR,78.214,MEDIUM,38.0,10.0
NOR,78.151,MEDIUM,39.0,10.0
NOR,78.529,MEDIUM,40.0,10.0
NOR,78.409,MEDIUM,41.0,10.0
NOR,78.149,MEDIUM,42.0,10.0
NOR,78.045,MEDIUM,43.0,10.0
NOR,77.991,MEDIUM,44.0,10.0
NOR,77.862,MEDIUM,45.0,10.0
NOR,77.844,MEDIUM,46.0,10.0
NOR,78.234,MEDIUM,47.0,10.0
NOR,78.297,MEDIUM,48.0,10.0
NOR,78.152,MEDIUM,49.0,10.0
NOR,95.974,MEDIUM,50.0,11.0
NOR,87.706,HARD,1.0,11.0
NOR,88.675,HARD,2.0,11.0
NOR,92.162,HARD,3.0,10.0
NOR,132.003,HARD,4.0,11.0
NOR,103.38,INTERMEDIATE,1.0,11.0
NOR,100.384,INTERMEDIATE,2.0,11.0
NOR,100.421,INTERMEDIATE,3.0,11.0
NOR,102.13,INTERMEDIATE,4.0,10.0
NOR,101.216,INTERMEDIATE,5.0,10.0
NOR,101.789,INTERMEDIATE,6.0,10.0
NOR,99.545,INTERMEDIATE,7.0,10.0
NOR,98.893,INTERMEDIATE,8.0,10.0
NOR,98.511,INTERMEDIATE,9.0,10.0
NOR,98.75,INTERMEDIATE,10.0,10.0
NOR,98.818,INTERMEDIATE,11.0,10.0
NOR,96.981,INTERMEDIATE,12.0,10.0
NOR,92.417,INTERMEDIATE,13.0,9.0
NOR,91.037,INTERMEDIATE,14.0,9.0
NOR,90.126,INTERMEDIATE,15.0,9.0
NOR,88.512,INTERMEDIATE,16.0,9.0
NOR,88.373,INTERMEDIATE,17.0,9.0
NOR,85.959,INTERMEDIATE,18.0,9.0
NOR,85.767,INTERMEDIATE,19.0,9.0
NOR,85.471,INTERMEDIATE,20.0,9.0
NOR,85.278,INTERMEDIATE,21.0,9.0
NOR,85.767,INTERMEDIATE,22.0,9.0
NOR,86.888,INTERMEDIATE,23.0,9.0
HAM,88.585,MEDIUM,1.0,5.0
HAM,80.527,MEDIUM,2.0,5.0
HAM,80.105,MEDIUM,3.0,5.0
HAM,79.356,MEDIUM,4.0,5.0
HAM,78.736,MEDIUM,5.0,5.0
HAM,78.958,MEDIUM,6.0,5.0
HAM,78.651,MEDIUM,7.0,5.0
HAM,79.051,MEDIUM,8.0,5.0
HAM,78.829,MEDIUM,9.0,5.0
HAM,78.173,MEDIUM,10.0,5.0
HAM,77.926,MEDIUM,11.0,5.0
HAM,78.23,MEDIUM,12.0,5.0
HAM,78.084,MEDIUM,13.0,5.0
HAM,78.422,MEDIUM,14.0,5.0
HAM,78.189,MEDIUM,15.0,5.0
HAM,78.31,MEDIUM,16.0,5.0
HAM,78.254,MEDIUM,17.0,5.0
HAM,78.37,MEDIUM,18.0,5.0
HAM,78.207,MEDIUM,19.0,5.0
HAM,78.121,MEDIUM,20.0,5.0
HAM,78.311,MEDIUM,21.0,5.0
HAM,77.393,MEDIUM,22.0,5.0
HAM,78.053,MEDIUM,23.0,5.0
HAM,77.431,MEDIUM,24.0,5.0
HAM,77.643,MEDIUM,25.0,5.0
HAM,77.716,MEDIUM,26.0,5.0
HAM,77.322,MEDIUM,27.0,5.0
HAM,77.334,MEDIUM,28.0,5.0
HAM,77.372,MEDIUM,29.0,5.0
HAM,77.742,MEDIUM,30.0,5.0
HAM,95.467,MEDIUM,31.0,8.0
HAM,78.165,HARD,1.0,8.0
HAM,75.65,HARD,2.0,8.0
HAM,78.357,HARD,3.0,8.0
HAM,77.159,HARD,4.0,8.0
HAM,77.688,HARD,5.0,8.0
HAM,77.711,HARD,6.0,8.0
HAM,77.167,HARD,7.0,8.0
HAM,77.293,HARD,8.0,8.0
HAM,76.962,HARD,9.0,8.0
HAM,76.588,HARD,10.0,8.0
HAM,76.58,HARD,11.0,8.0
HAM,76.529,HARD,12.0,8.0
HAM,76.88,HARD,13.0,7.0
HAM,78.833,HARD,14.0,7.0
HAM,76.85,HARD,15.0,7.0
HAM,76.257,HARD,16.0,6.0
HAM,76.86,HARD,17.0,6.0
HAM,76.781,HARD,18.0,6.0
HAM,77.11,HARD,19.0,6.0
HAM,78.294,HARD,20.0,6.0
HAM,86.237,HARD,21.0,6.0
HAM,91.341,HARD,22.0,6.0
HAM,115.141,HARD,23.0,7.0
HAM,99.603,INTERMEDIATE,1.0,4.0
HAM,101.277,INTERMEDIATE,2.0,4.0
HAM,103.278,INTERMEDIATE,3.0,4.0
HAM,103.378,INTERMEDIATE,4.0,4.0
HAM,105.199,INTERMEDIATE,5.0,4.0
HAM,103.041,INTERMEDIATE,6.0,4.0
HAM,102.396,INTERMEDIATE,7.0,4.0
HAM,102.287,INTERMEDIATE,8.0,4.0
HAM,101.315,INTERMEDIATE,9.0,4.0
HAM,98.957,INTERMEDIATE,10.0,4.0
HAM,97.636,INTERMEDIATE,11.0,4.0
HAM,96.203,INTERMEDIATE,12.0,4.0
HAM,94.539,INTERMEDIATE,13.0,4.0
HAM,92.866,INTERMEDIATE,14.0,4.0
HAM,93.757,INTERMEDIATE,15.0,4.0
HAM,89.68,INTERMEDIATE,16.0,4.0
HAM,89.667,INTERMEDIATE,17.0,4.0
HAM,89.415,INTERMEDIATE,18.0,4.0
HAM,87.735,INTERMEDIATE,19.0,4.0
HAM,86.304,INTERMEDIATE,20.0,4.0
HAM,85.242,INTERMEDIATE,21.0,4.0
HAM,84.651,INTERMEDIATE,22.0,4.0
HAM,86.21,INTERMEDIATE,23.0,4.0
HAM,85.105,INTERMEDIATE,24.0,4.0
SAI,87.39,HARD,1.0,4.0
SAI,80.593,HARD,2.0,4.0
SAI,79.958,HARD,3.0,4.0
SAI,79.482,HARD,4.0,4.0
SAI,78.723,HARD,5.0,4.0
SAI,78.764,HARD,6.0,4.0
SAI,78.697,HARD,7.0,4.0
SAI,78.637,HARD,8.0,4.0
SAI,78.306,HARD,9.0,4.0
SAI,78.07,HARD,10.0,4.0
SAI,78.265,HARD,11.0,4.0
SAI,78.947,HARD,12.0,4.0
SAI,78.286,HARD,13.0,4.0
SAI,78.107,HARD,14.0,4.0
SAI,77.883,HARD,15.0,4.0
SAI,78.239,HARD,16.0,4.0
SAI,78.36,HARD,17.0,4.0
SAI,78.178,HARD,18.0,4.0
SAI,77.999,HARD,19.0,4.0
SAI,78.032,HARD,20.0,4.0
SAI,78.006,HARD,21.0,4.0
SAI,78.007,HARD,22.0,4.0
SAI,78.006,HARD,23.0,4.0
SAI,77.912,HARD,24.0,4.0
SAI,77.464,HARD,25.0,4.0
SAI,77.366,HARD,26.0,4.0
SAI,77.318,HARD,27.0,4.0
SAI,77.316,HARD,28.0,4.0
SAI,77.171,HARD,29.0,4.0
SAI,77.22,HARD,30.0,4.0
SAI,77.465,HARD,31.0,4.0
SAI,77.18,HARD,32.0,3.0
SAI,93.612,HARD,33.0,6.0
SAI,80.767,MEDIUM,1.0,7.0
SAI,76.628,MEDIUM,2.0,7.0
SAI,77.979,MEDIUM,3.0,7.0
SAI,77.565,MEDIUM,4.0,7.0
SAI,76.786,MEDIUM,5.0,7.0
SAI,77.175,MEDIUM,6.0,7.0
SAI,77.023,MEDIUM,7.0,7.0
SAI,76.651,MEDIUM,8.0,7.0
SAI,76.467,MEDIUM,9.0,7.0
SAI,76.449,MEDIUM,10.0,7.0
SAI,77.76,MEDIUM,11.0,6.0
SAI,77.146,MEDIUM,12.0,6.0
SAI,77.22,MEDIUM,13.0,6.0
SAI,76.732,MEDIUM,14.0,5.0
SAI,76.561,MEDIUM,15.0,5.0
SAI,77.014,MEDIUM,16.0,5.0
SAI,76.917,MEDIUM,17.0,5.0
SAI,79.013,MEDIUM,18.0,5.0
SAI,86.201,MEDIUM,19.0,5.0
SAI,90.068,MEDIUM,20.0,5.0
SAI,97.315,MEDIUM,21.0,3.0
SAI,139.381,MEDIUM,22.0,8.0
SAI,102.32,INTERMEDIATE,1.0,8.0
SAI,101.192,INTERMEDIATE,2.0,8.0
SAI,103.462,INTERMEDIATE,3.0,8.0
SAI,102.82,INTERMEDIATE,4.0,8.0
SAI,103.041,INTERMEDIATE,5.0,8.0
SAI,102.633,INTERMEDIATE,6.0,8.0
SAI,100.78,INTERMEDIATE,7.0,8.0
SAI,99.899,INTERMEDIATE,8.0,8.0
SAI,99.306,INTERMEDIATE,9.0,8.0
SAI,97.838,INTERMEDIATE,10.0,8.0
SAI,96.238,INTERMEDIATE,11.0,8.0
SAI,94.999,INTERMEDIATE,12.0,8.0
SAI,93.322,INTERMEDIATE,13.0,8.0
SAI,95.394,INTERMEDIATE,14.0,8.0
SAI,92.13,INTERMEDIATE,15.0,8.0
SAI,89.92,INTERMEDIATE,16.0,8.0
SAI,89.849,INTERMEDIATE,17.0,8.0
SAI,87.84,INTERMEDIATE,18.0,8.0
SAI,88.585,INTERMEDIATE,19.0,8.0
SAI,86.388,INTERMEDIATE,20.0,8.0
SAI,85.776,INTERMEDIATE,21.0,8.0
SAI,85.579,INTERMEDIATE,22.0,8.0
SAI,86.283,INTERMEDIATE,23.0,8.0
RUS,90.387,HARD,1.0,8.0
RUS,81.155,HARD,2.0,8.0
RUS,80.291,HARD,3.0,8.0
RUS,80.03,HARD,4.0,8.0
RUS,78.84,HARD,5.0,8.0
RUS,78.945,HARD,6.0,8.0
RUS,78.583,HARD,7.0,8.0
RUS,78.99,HARD,8.0,8.0
RUS,79.025,HARD,9.0,8.0
RUS,78.566,HARD,10.0,8.0
RUS,78.483,HARD,11.0,8.0
RUS,78.459,HARD,12.0,8.0
RUS,77.787,HARD,13.0,8.0
RUS,78.286,HARD,14.0,8.0
RUS,78.531,HARD,15.0,8.0
RUS,78.502,HARD,16.0,8.0
RUS,78.244,HARD,17.0,8.0
RUS,78.229,HARD,18.0,8.0
RUS,78.299,HARD,19.0,8.0
RUS,78.32,HARD,20.0,8.0
RUS,78.086,HARD,21.0,8.0
RUS,77.879,HARD,22.0,8.0
RUS,78.111,HARD,23.0,8.0
RUS,77.709,HARD,24.0,8.0
RUS,77.648,HARD,25.0,8.0
RUS,77.9,HARD,26.0,8.0
RUS,77.837,HARD,27.0,8.0
RUS,77.353,HARD,28.0,8.0
RUS,77.332,HARD,29.0,8.0
RUS,77.3,HARD,30.0,8.0
RUS,77.404,HARD,31.0,7.0
RUS,77.474,HARD,32.0,6.0
RUS,77.556,HARD,33.0,5.0
RUS,77.569,HARD,34.0,5.0
RUS,77.568,HARD,35.0,5.0
RUS,77.111,HARD,36.0,5.0
RUS,77.335,HARD,37.0,5.0
RUS,77.195,HARD,38.0,5.0
RUS,77.339,HARD,39.0,5.0
RUS,77.215,HARD,40.0,5.0
RUS,77.323,HARD,41.0,5.0
RUS,77.979,HARD,42.0,5.0
RUS,77.847,HARD,43.0,5.0
RUS,77.967,HARD,44.0,4.0
RUS,77.545,HARD,45.0,4.0
RUS,77.068,HARD,46.0,4.0
RUS,77.06,HARD,47.0,3.0
RUS,76.798,HARD,48.0,3.0
RUS,77.223,HARD,49.0,3.0
RUS,77.635,HARD,50.0,3.0
RUS,79.64,HARD,51.0,3.0
RUS,84.754,HARD,52.0,3.0
RUS,88.625,HARD,53.0,3.0
RUS,117.545,HARD,54.0,5.0
RUS,115.804,INTERMEDIATE,1.0,5.0
RUS,101.302,INTERMEDIATE,2.0,5.0
RUS,103.554,INTERMEDIATE,3.0,5.0
RUS,102.155,INTERMEDIATE,4.0,5.0
RUS,103.463,INTERMEDIATE,5.0,5.0
RUS,103.53,INTERMEDIATE,6.0,5.0
RUS,101.329,INTERMEDIATE,7.0,5.0
RUS,101.104,INTERMEDIATE,8.0,5.0
RUS,99.713,INTERMEDIATE,9.0,5.0
RUS,98.229,INTERMEDIATE,10.0,5.0
RUS,96.696,INTERMEDIATE,11.0,5.0
RUS,95.991,INTERMEDIATE,12.0,5.0
RUS,94.751,INTERMEDIATE,13.0,5.0
RUS,93.647,INTERMEDIATE,14.0,5.0
RUS,93.734,INTERMEDIATE,15.0,5.0
RUS,90.929,INTERMEDIATE,16.0,5.0
RUS,90.709,INTERMEDIATE,17.0,5.0
RUS,90.012,INTERMEDIATE,18.0,5.0
RUS,88.921,INTERMEDIATE,19.0,5.0
RUS,87.787,INTERMEDIATE,20.0,5.0
RUS,86.399,INTERMEDIATE,21.0,5.0
RUS,85.436,INTERMEDIATE,22.0,5.0
RUS,86.978,INTERMEDIATE,23.0,5.0
RUS,87.209,INTERMEDIATE,24.0,5.0
BOT,96.914,HARD,1.0,14.0
BOT,80.021,HARD,2.0,14.0
BOT,80.142,HARD,3.0,14.0
BOT,80.341,HARD,4.0,14.0
BOT,80.022,HARD,5.0,14.0
BOT,79.165,HARD,6.0,14.0
BOT,79.167,HARD,7.0,14.0
BOT,78.774,HARD,8.0,14.0
BOT,79.007,HARD,9.0,14.0
BOT,79.527,HARD,10.0,14.0
BOT,79.38,HARD,11.0,14.0
BOT,80.206,HARD,12.0,14.0
BOT,79.511,HARD,13.0,14.0
BOT,80.067,HARD,14.0,14.0
BOT,80.912,HARD,15.0,14.0
BOT,80.48,HARD,16.0,14.0
BOT,80.577,HARD,17.0,14.0
BOT,78.764,HARD,18.0,13.0
BOT,77.824,HARD,19.0,13.0
BOT,78.024,HARD,20.0,13.0
BOT,78.024,HARD,21.0,13.0
BOT,78.26,HARD,22.0,13.0
BOT,78.737,HARD,23.0,13.0
BOT,80.068,HARD,24.0,13.0
BOT,80.203,HARD,25.0,13.0
BOT,80.222,HARD,26.0,13.0
BOT,80.162,HARD,27.0,13.0
BOT,79.853,HARD,28.0,13.0
BOT,80.208,HARD,29.0,13.0
BOT,79.393,HARD,30.0,13.0
BOT,79.021,HARD,31.0,13.0
BOT,79.47,HARD,32.0,13.0
BOT,78.655,HARD,33.0,13.0
BOT,80.226,HARD,34.0,13.0
BOT,79.889,HARD,35.0,13.0
BOT,79.139,HARD,36.0,13.0
BOT,79.112,HARD,37.0,13.0
BOT,80.07,HARD,38.0,13.0
BOT,78.876,HARD,39.0,13.0
BOT,78.968,HARD,40.0,13.0
BOT,78.706,HARD,41.0,13.0
BOT,78.435,HARD,42.0,13.0
BOT,78.685,HARD,43.0,13.0
BOT,78.606,HARD,44.0,13.0
BOT,78.202,HARD,45.0,13.0
BOT,78.153,HARD,46.0,13.0
BOT,78.343,HARD,47.0,13.0
BOT,78.151,HARD,48.0,13.0
BOT,78.383,HARD,49.0,13.0
BOT,79.704,HARD,50.0,13.0
BOT,109.586,HARD,51.0,18.0
BOT,92.154,INTERMEDIATE,1.0,16.0
BOT,92.72,INTERMEDIATE,2.0,15.0
BOT,98.747,INTERMEDIATE,3.0,14.0
BOT,103.627,INTERMEDIATE,4.0,12.0
BOT,100.028,INTERMEDIATE,5.0,12.0
BOT,100.402,INTERMEDIATE,6.0,12.0
BOT,102.952,INTERMEDIATE,7.0,12.0
BOT,102.622,INTERMEDIATE,8.0,12.0
BOT,101.926,INTERMEDIATE,9.0,12.0
BOT,100.096,INTERMEDIATE,10.0,12.0
BOT,99.577,INTERMEDIATE,11.0,12.0
BOT,99.237,INTERMEDIATE,12.0,12.0
BOT,97.459,INTERMEDIATE,13.0,12.0
BOT,96.44,INTERMEDIATE,14.0,12.0
BOT,95.048,INTERMEDIATE,15.0,12.0
BOT,95.077,INTERMEDIATE,16.0,12.0
BOT,94.038,INTERMEDIATE,17.0,11.0
BOT,90.766,INTERMEDIATE,18.0,11.0
BOT,92.495,INTERMEDIATE,19.0,11.0
BOT,91.967,INTERMEDIATE,20.0,11.0
BOT,92.025,INTERMEDIATE,21.0,11.0
BOT,87.23,INTERMEDIATE,22.0,11.0
BOT,86.646,INTERMEDIATE,23.0,11.0
BOT,86.553,INTERMEDIATE,24.0,11.0
BOT,84.637,INTERMEDIATE,25.0,11.0
BOT,84.139,INTERMEDIATE,26.0,11.0
PIA,93.07,HARD,1.0,11.0
PIA,81.804,HARD,2.0,11.0
PIA,80.532,HARD,3.0,11.0
PIA,80.408,HARD,4.0,11.0
PIA,79.707,HARD,5.0,11.0
PIA,79.247,HARD,6.0,11.0
PIA,78.869,HARD,7.0,11.0
PIA,78.828,HARD,8.0,11.0
PIA,79.346,HARD,9.0,11.0
PIA,79.015,HARD,10.0,11.0
PIA,78.9,HARD,11.0,11.0
PIA,80.302,HARD,12.0,11.0
PIA,79.265,HARD,13.0,11.0
PIA,79.285,HARD,14.0,11.0
PIA,79.134,HARD,15.0,11.0
PIA,78.718,HARD,16.0,11.0
PIA,79.053,HARD,17.0,11.0
PIA,78.765,HARD,18.0,11.0
PIA,79.416,HARD,19.0,11.0
PIA,79.281,HARD,20.0,11.0
PIA,79.065,HARD,21.0,11.0
PIA,79.025,HARD,22.0,11.0
PIA,79.52,HARD,23.0,11.0
PIA,79.359,HARD,24.0,11.0
PIA,79.382,HARD,25.0,11.0
PIA,80.198,HARD,26.0,11.0
PIA,79.524,HARD,27.0,11.0
PIA,78.485,HARD,28.0,11.0
PIA,78.335,HARD,29.0,11.0
PIA,78.363,HARD,30.0,11.0
PIA,78.115,HARD,31.0,11.0
PIA,78.39,HARD,32.0,11.0
PIA,78.259,HARD,33.0,11.0
PIA,78.311,HARD,34.0,11.0
PIA,78.328,HARD,35.0,11.0
PIA,77.701,HARD,36.0,11.0
PIA,77.842,HARD,37.0,11.0
PIA,77.73,HARD,38.0,11.0
PIA,77.873,HARD,39.0,11.0
PIA,78.184,HARD,40.0,11.0
PIA,78.555,HARD,41.0,11.0
PIA,78.065,HARD,42.0,11.0
PIA,78.148,HARD,43.0,11.0
PIA,78.041,HARD,44.0,11.0
PIA,77.846,HARD,45.0,11.0
PIA,77.516,HARD,46.0,11.0
PIA,77.513,HARD,47.0,11.0
PIA,78.001,HARD,48.0,11.0
PIA,81.248,HARD,49.0,11.0
PIA,78.201,HARD,50.0,10.0
PIA,83.586,HARD,51.0,10.0
PIA,89.897,HARD,52.0,10.0
PIA,96.843,HARD,53.0,9.0
PIA,131.859,HARD,54.0,10.0
PIA,106.026,INTERMEDIATE,1.0,10.0
PIA,103.482,INTERMEDIATE,2.0,10.0
PIA,103.431,INTERMEDIATE,3.0,10.0
PIA,103.803,INTERMEDIATE,4.0,11.0
PIA,102.379,INTERMEDIATE,5.0,11.0
PIA,101.431,INTERMEDIATE,6.0,11.0
PIA,101.089,INTERMEDIATE,7.0,11.0
PIA,99.78,INTERMEDIATE,8.0,11.0
PIA,98.882,INTERMEDIATE,9.0,11.0
PIA,98.53,INTERMEDIATE,10.0,11.0
PIA,97.419,INTERMEDIATE,11.0,11.0
PIA,94.942,INTERMEDIATE,12.0,11.0
PIA,96.653,INTERMEDIATE,13.0,11.0
PIA,91.909,INTERMEDIATE,14.0,10.0
PIA,91.253,INTERMEDIATE,15.0,10.0
PIA,88.82,INTERMEDIATE,16.0,10.0
PIA,87.67,INTERMEDIATE,17.0,10.0
PIA,88.016,INTERMEDIATE,18.0,10.0
PIA,87.443,INTERMEDIATE,19.0,10.0
PIA,86.185,INTERMEDIATE,20.0,10.0
PIA,86.143,INTERMEDIATE,21.0,10.0
PIA,85.615,INTERMEDIATE,22.0,10.0
PIA,84.785,INTERMEDIATE,23.0,10.0
